,location,number_of_accidents
11485,"(34.0254, -118.395)",42
11486,"(34.0254, -118.4431)",3
11487,"(34.0254, -118.4446)",7
11488,"(34.0255, -118.2017)",4
11489,"(34.0255, -118.2197)",32
11490,"(34.0255, -118.2392)",42
11491,"(34.0255, -118.2746)",4
11492,"(34.0255, -118.2839)",21
11493,"(34.0255, -118.2882)",21
11494,"(34.0255, -118.2915)",137
11495,"(34.0255, -118.2937)",28
11496,"(34.0255, -118.2938)",4
11497,"(34.0255, -118.2948)",27
11498,"(34.0255, -118.2959)",46
11499,"(34.0255, -118.297)",7
11500,"(34.0255, -118.298)",4
11501,"(34.0255, -118.2981)",12
11502,"(34.0255, -118.2991)",8
11503,"(34.0255, -118.3002)",131
11504,"(34.0255, -118.3015)",11
11505,"(34.0255, -118.3027)",13
11506,"(34.0255, -118.304)",11
11507,"(34.0255, -118.3047)",19
11508,"(34.0255, -118.3054)",8
11509,"(34.0255, -118.3508)",31
11510,"(34.0255, -118.352)",27
11511,"(34.0255, -118.3533)",10
11512,"(34.0255, -118.3548)",198
11513,"(34.0255, -118.3551)",74
11514,"(34.0255, -118.356)",24
11515,"(34.0255, -118.3562)",4
11516,"(34.0255, -118.357)",11
11517,"(34.0255, -118.3571)",2
11518,"(34.0255, -118.3581)",4
11519,"(34.0255, -118.3591)",41
11520,"(34.0255, -118.3601)",17
11521,"(34.0255, -118.4063)",9
11522,"(34.0255, -118.4308)",50
11523,"(34.0255, -118.4808)",2
11524,"(34.0256, -118.1961)",27
11525,"(34.0256, -118.1992)",4
11526,"(34.0256, -118.2049)",8
11527,"(34.0256, -118.2093)",4
11528,"(34.0256, -118.2178)",11
11529,"(34.0256, -118.2245)",2
11530,"(34.0256, -118.2299)",161
11531,"(34.0256, -118.2322)",19
11532,"(34.0256, -118.2349)",3
11533,"(34.0256, -118.238)",1
11534,"(34.0256, -118.2495)",12
11535,"(34.0256, -118.3054)",7
11536,"(34.0256, -118.3061)",2
11537,"(34.0256, -118.3066)",7
11538,"(34.0256, -118.3068)",5
11539,"(34.0256, -118.3078)",20
11540,"(34.0256, -118.3089)",176
11541,"(34.0256, -118.3119)",54
11542,"(34.0256, -118.312)",10
11543,"(34.0256, -118.3138)",25
11544,"(34.0256, -118.3151)",27
11545,"(34.0256, -118.3156)",17
11546,"(34.0256, -118.3177)",175
11547,"(34.0256, -118.3189)",24
11548,"(34.0256, -118.3201)",9
11549,"(34.0256, -118.3205)",1
11550,"(34.0256, -118.3212)",28
11551,"(34.0256, -118.3224)",27
11552,"(34.0256, -118.3236)",38
11553,"(34.0256, -118.3248)",57
11554,"(34.0256, -118.326)",19
11555,"(34.0256, -118.3272)",41
11556,"(34.0256, -118.3282)",36
11557,"(34.0256, -118.3283)",2
11558,"(34.0256, -118.3293)",45
11559,"(34.0256, -118.3294)",10
11560,"(34.0256, -118.3305)",42
11561,"(34.0256, -118.3317)",39
11562,"(34.0256, -118.3327)",23
11563,"(34.0256, -118.3338)",30
11564,"(34.0256, -118.3351)",216
11565,"(34.0256, -118.3363)",20
11566,"(34.0256, -118.3374)",19
11567,"(34.0256, -118.3384)",27
11568,"(34.0256, -118.3395)",21
11569,"(34.0256, -118.3405)",74
11570,"(34.0256, -118.3417)",28
11571,"(34.0256, -118.3429)",22
11572,"(34.0256, -118.3439)",14
11573,"(34.0256, -118.345)",18
11574,"(34.0256, -118.346)",29
11575,"(34.0256, -118.3471)",16
11576,"(34.0256, -118.3484)",18
11577,"(34.0256, -118.3495)",6
11578,"(34.0256, -118.3612)",11
11579,"(34.0256, -118.3951)",5
11580,"(34.0256, -118.4005)",8
11581,"(34.0256, -118.4102)",1
11582,"(34.0257, -118.2023)",12
11583,"(34.0257, -118.2139)",9
11584,"(34.0257, -118.217)",8
11585,"(34.0257, -118.2436)",4
11586,"(34.0257, -118.3993)",1
11587,"(34.0257, -118.4156)",7
11588,"(34.0257, -118.4175)",2
11589,"(34.0257, -118.4273)",2
11590,"(34.0257, -118.4346)",1
11591,"(34.0257, -118.441)",13
11592,"(34.0257, -118.451)",13
11593,"(34.0258, -118.2402)",4
11594,"(34.0258, -118.2435)",4
11595,"(34.0258, -118.2508)",1
11596,"(34.0258, -118.2586)",41
11597,"(34.0258, -118.2613)",5
11598,"(34.0258, -118.2639)",5
11599,"(34.0258, -118.268)",6
11600,"(34.0258, -118.2681)",1
11601,"(34.0258, -118.2708)",73
11602,"(34.0258, -118.2775)",21
11603,"(34.0258, -118.2796)",6
11604,"(34.0258, -118.3938)",4
11605,"(34.0259, -118.2081)",1
11606,"(34.0259, -118.2535)",43
11607,"(34.0259, -118.2542)",2
11608,"(34.0259, -118.2561)",4
11609,"(34.0259, -118.2586)",14
11610,"(34.0259, -118.2639)",11
11611,"(34.0259, -118.3638)",1
11612,"(34.0259, -118.4096)",18
11613,"(34.0259, -118.4233)",4
11614,"(34.0259, -118.4803)",1
11615,"(34.026, -118.2102)",16
11616,"(34.026, -118.2162)",1
11617,"(34.026, -118.2322)",14
11618,"(34.026, -118.2334)",11
11619,"(34.026, -118.237)",1
11620,"(34.026, -118.2412)",7
11621,"(34.026, -118.246)",1
11622,"(34.026, -118.2758)",13
11623,"(34.026, -118.2763)",10
11624,"(34.026, -118.3471)",2
11625,"(34.026, -118.3508)",1
11626,"(34.026, -118.3652)",46
11627,"(34.0261, -118.2061)",4
11628,"(34.0261, -118.2148)",5
11629,"(34.0261, -118.2665)",2
11630,"(34.0261, -118.2773)",57
11631,"(34.0261, -118.3317)",1
11632,"(34.0261, -118.3662)",7
11633,"(34.0261, -118.3941)",58
11634,"(34.0261, -118.3942)",29
11635,"(34.0261, -118.4052)",10
11636,"(34.0261, -118.4091)",3
11637,"(34.0261, -118.4126)",17
11638,"(34.0262, -118.1988)",1
11639,"(34.0262, -118.202)",2
11640,"(34.0262, -118.2033)",2
11641,"(34.0262, -118.2334)",6
11642,"(34.0262, -118.2359)",1
11643,"(34.0262, -118.2518)",3
11644,"(34.0262, -118.2772)",5
11645,"(34.0262, -118.3002)",2
11646,"(34.0262, -118.444)",11
11647,"(34.0262, -118.4501)",5
11648,"(34.0263, -118.1923)",4
11649,"(34.0263, -118.2066)",3
11650,"(34.0263, -118.2124)",2
11651,"(34.0263, -118.2196)",46
11652,"(34.0263, -118.2197)",1
11653,"(34.0263, -118.2202)",2
11654,"(34.0263, -118.2422)",4
11655,"(34.0263, -118.2609)",4
11656,"(34.0263, -118.2649)",6
11657,"(34.0263, -118.2691)",12
11658,"(34.0263, -118.2808)",5
11659,"(34.0263, -118.326)",1
11660,"(34.0263, -118.3662)",2
11661,"(34.0263, -118.3686)",22
11662,"(34.0263, -118.4314)",130
11663,"(34.0263, -118.516)",1
11664,"(34.0264, -118.2112)",1
11665,"(34.0264, -118.2209)",8
11666,"(34.0264, -118.2211)",5
11667,"(34.0264, -118.2349)",1
11668,"(34.0264, -118.2488)",68
11669,"(34.0264, -118.2596)",6
11670,"(34.0264, -118.278)",25
11671,"(34.0264, -118.2915)",11
11672,"(34.0264, -118.2937)",1
11673,"(34.0264, -118.297)",1
11674,"(34.0264, -118.3481)",2
11675,"(34.0264, -118.3721)",2
11676,"(34.0264, -118.3925)",6
11677,"(34.0264, -118.4012)",2
11678,"(34.0264, -118.4085)",43
11679,"(34.0264, -118.4224)",3
11680,"(34.0264, -118.4259)",4
11681,"(34.0265, -118.198)",23
11682,"(34.0265, -118.2158)",8
11683,"(34.0265, -118.2349)",6
11684,"(34.0265, -118.243)",14
11685,"(34.0265, -118.2491)",2
11686,"(34.0265, -118.2549)",2
11687,"(34.0265, -118.2723)",71
11688,"(34.0265, -118.2882)",4
11689,"(34.0265, -118.3089)",15
11690,"(34.0265, -118.312)",7
11691,"(34.0265, -118.3151)",3
11692,"(34.0265, -118.3177)",20
11693,"(34.0265, -118.3212)",3
11694,"(34.0265, -118.3625)",2
11695,"(34.0265, -118.3721)",50
11696,"(34.0265, -118.3933)",3
11697,"(34.0265, -118.4045)",3
11698,"(34.0265, -118.4184)",13
11699,"(34.0265, -118.4279)",23
11700,"(34.0266, -118.2042)",1
11701,"(34.0266, -118.2099)",2
11702,"(34.0266, -118.2299)",70
11703,"(34.0266, -118.2322)",14
11704,"(34.0266, -118.2676)",9
11705,"(34.0266, -118.277)",52
11706,"(34.0266, -118.3545)",1
11707,"(34.0266, -118.3566)",3
11708,"(34.0266, -118.3933)",36
11709,"(34.0266, -118.4117)",3
11710,"(34.0266, -118.4492)",2
11711,"(34.0266, -118.4794)",2
11712,"(34.0266, -118.5184)",14
11713,"(34.0267, -118.1954)",9
11714,"(34.0267, -118.1985)",136
11715,"(34.0267, -118.2016)",9
11716,"(34.0267, -118.2133)",1
11717,"(34.0267, -118.2359)",22
11718,"(34.0267, -118.2369)",4
11719,"(34.0267, -118.2528)",6
11720,"(34.0267, -118.258)",26
11721,"(34.0267, -118.2592)",1
11722,"(34.0267, -118.2675)",3
11723,"(34.0267, -118.2817)",30
11724,"(34.0267, -118.3351)",1
11725,"(34.0267, -118.3721)",104
11726,"(34.0267, -118.3761)",1
11727,"(34.0267, -118.3986)",9
11728,"(34.0267, -118.4303)",4
11729,"(34.0268, -118.2075)",4
11730,"(34.0268, -118.2109)",1
11731,"(34.0268, -118.2513)",3
11732,"(34.0268, -118.2555)",6
11733,"(34.0268, -118.2605)",5
11734,"(34.0268, -118.2609)",1
11735,"(34.0268, -118.2618)",3
11736,"(34.0268, -118.266)",7
11737,"(34.0268, -118.2702)",12
11738,"(34.0268, -118.273)",25
11739,"(34.0268, -118.2753)",12
11740,"(34.0268, -118.2808)",45
11741,"(34.0268, -118.2896)",20
11742,"(34.0268, -118.3318)",33
11743,"(34.0268, -118.3544)",1
11744,"(34.0268, -118.3721)",10
11745,"(34.0268, -118.3754)",41
11746,"(34.0268, -118.376)",5
11747,"(34.0268, -118.3761)",7
11748,"(34.0268, -118.4301)",2
11749,"(34.0269, -118.2167)",15
11750,"(34.0269, -118.2882)",4
11751,"(34.0269, -118.2915)",4
11752,"(34.0269, -118.2937)",2
11753,"(34.0269, -118.349)",4
11754,"(34.0269, -118.3575)",3
11755,"(34.0269, -118.3606)",3
11756,"(34.0269, -118.3759)",2
11757,"(34.0269, -118.4037)",7
11758,"(34.0269, -118.4133)",52
11759,"(34.0269, -118.4299)",3
11760,"(34.027, -118.2051)",3
11761,"(34.027, -118.2369)",18
11762,"(34.027, -118.3612)",2
11763,"(34.027, -118.3661)",1
11764,"(34.027, -118.3924)",71
11765,"(34.027, -118.4074)",15
11766,"(34.027, -118.4483)",20
11767,"(34.0271, -118.2736)",14
11768,"(34.0271, -118.2767)",10
11769,"(34.0271, -118.3585)",18
11770,"(34.0271, -118.3989)",2
11771,"(34.0271, -118.4016)",3
11772,"(34.0271, -118.4106)",7
11773,"(34.0271, -118.4295)",32
11774,"(34.0271, -118.5151)",1
11775,"(34.0272, -118.2084)",3
11776,"(34.0272, -118.2118)",1
11777,"(34.0272, -118.2322)",1
11778,"(34.0272, -118.248)",18
11779,"(34.0272, -118.2523)",4
11780,"(34.0272, -118.2616)",5
11781,"(34.0272, -118.2685)",23
11782,"(34.0272, -118.2937)",3
11783,"(34.0272, -118.2948)",10
11784,"(34.0272, -118.2959)",4
11785,"(34.0272, -118.3537)",125
11786,"(34.0272, -118.3684)",2
11787,"(34.0272, -118.3961)",25
11788,"(34.0272, -118.3977)",10
11789,"(34.0273, -118.1923)",1
11790,"(34.0273, -118.2013)",39
11791,"(34.0273, -118.2176)",17
11792,"(34.0273, -118.2379)",58
11793,"(34.0273, -118.2411)",1
11794,"(34.0273, -118.263)",7
11795,"(34.0273, -118.2671)",11
11796,"(34.0273, -118.2959)",7
11797,"(34.0273, -118.297)",6
11798,"(34.0273, -118.2981)",4
11799,"(34.0273, -118.2991)",7
11800,"(34.0273, -118.3002)",17
11801,"(34.0273, -118.3024)",28
11802,"(34.0273, -118.3028)",2
11803,"(34.0273, -118.304)",1
11804,"(34.0273, -118.3054)",2
11805,"(34.0273, -118.3067)",5
11806,"(34.0273, -118.3622)",3
11807,"(34.0273, -118.4029)",1
11808,"(34.0273, -118.4207)",4
11809,"(34.0273, -118.4436)",13
11810,"(34.0273, -118.4523)",1
11811,"(34.0274, -118.2508)",16
11812,"(34.0274, -118.2717)",5
11813,"(34.0274, -118.2765)",66
11814,"(34.0274, -118.2773)",3
11815,"(34.0274, -118.284)",36
11816,"(34.0274, -118.285)",1
11817,"(34.0274, -118.2857)",1
11818,"(34.0274, -118.2861)",1
11819,"(34.0274, -118.2867)",1
11820,"(34.0274, -118.2882)",13
11821,"(34.0274, -118.2891)",2
11822,"(34.0274, -118.2915)",25
11823,"(34.0274, -118.3015)",9
11824,"(34.0274, -118.3089)",38
11825,"(34.0274, -118.3095)",1
11826,"(34.0274, -118.312)",12
11827,"(34.0274, -118.3152)",7
11828,"(34.0274, -118.3177)",18
11829,"(34.0274, -118.3212)",7
11830,"(34.0274, -118.3499)",2
11831,"(34.0274, -118.3542)",8
11832,"(34.0274, -118.3594)",2
11833,"(34.0274, -118.3659)",3
11834,"(34.0274, -118.3709)",1
11835,"(34.0274, -118.4258)",4
11836,"(34.0274, -118.4286)",91
11837,"(34.0274, -118.4475)",4
11838,"(34.0275, -118.2449)",5
11839,"(34.0275, -118.2746)",2
11840,"(34.0275, -118.4424)",17
11841,"(34.0276, -118.2093)",4
11842,"(34.0276, -118.2127)",4
11843,"(34.0276, -118.2146)",14
11844,"(34.0276, -118.2299)",18
11845,"(34.0276, -118.2391)",40
11846,"(34.0276, -118.2477)",10
11847,"(34.0276, -118.2599)",7
11848,"(34.0276, -118.2669)",16
11849,"(34.0276, -118.3224)",5
11850,"(34.0276, -118.3229)",30
11851,"(34.0276, -118.3236)",4
11852,"(34.0276, -118.3248)",6
11853,"(34.0276, -118.326)",3
11854,"(34.0276, -118.3317)",10
11855,"(34.0276, -118.3327)",5
11856,"(34.0276, -118.3338)",10
11857,"(34.0276, -118.3351)",88
11858,"(34.0276, -118.3363)",8
11859,"(34.0276, -118.3374)",4
11860,"(34.0276, -118.3384)",5
11861,"(34.0276, -118.3395)",6
11862,"(34.0276, -118.3405)",21
11863,"(34.0276, -118.3417)",10
11864,"(34.0276, -118.3429)",6
11865,"(34.0276, -118.3439)",3
11866,"(34.0276, -118.345)",3
11867,"(34.0276, -118.346)",7
11868,"(34.0276, -118.3551)",4
11869,"(34.0276, -118.3604)",4
11870,"(34.0276, -118.4064)",20
11871,"(34.0276, -118.4073)",1
11872,"(34.0276, -118.4138)",16
11873,"(34.0276, -118.4288)",1
11874,"(34.0276, -118.437)",6
11875,"(34.0276, -118.4372)",1
11876,"(34.0276, -118.4521)",7
11877,"(34.0276, -118.4525)",4
11878,"(34.0277, -118.1947)",3
11879,"(34.0277, -118.1954)",1
11880,"(34.0277, -118.1978)",8
11881,"(34.0277, -118.2023)",1
11882,"(34.0277, -118.2322)",1
11883,"(34.0277, -118.2423)",11
11884,"(34.0277, -118.2549)",5
11885,"(34.0277, -118.2555)",1
11886,"(34.0277, -118.2574)",201
11887,"(34.0277, -118.2627)",8
11888,"(34.0277, -118.2696)",14
11889,"(34.0277, -118.2747)",23
11890,"(34.0277, -118.2749)",29
11891,"(34.0277, -118.276)",9
11892,"(34.0277, -118.3272)",9
11893,"(34.0277, -118.3282)",9
11894,"(34.0277, -118.3293)",10
11895,"(34.0277, -118.3305)",13
11896,"(34.0277, -118.3968)",7
11897,"(34.0277, -118.4021)",7
11898,"(34.0277, -118.4095)",33
11899,"(34.0278, -118.201)",110
11900,"(34.0278, -118.2138)",1
11901,"(34.0278, -118.2188)",44
11902,"(34.0278, -118.2783)",1
11903,"(34.0278, -118.281)",18
11904,"(34.0278, -118.2915)",17
11905,"(34.0278, -118.2937)",1
11906,"(34.0278, -118.3378)",35
11907,"(34.0278, -118.3508)",17
11908,"(34.0278, -118.3609)",5
11909,"(34.0278, -118.4002)",3
11910,"(34.0278, -118.4275)",1
11911,"(34.0278, -118.4286)",57
11912,"(34.0278, -118.4289)",17
11913,"(34.0278, -118.4527)",23
11914,"(34.0279, -118.2335)",4
11915,"(34.0279, -118.2369)",3
11916,"(34.0279, -118.2518)",13
11917,"(34.0279, -118.343)",21
11918,"(34.0279, -118.3561)",14
11919,"(34.0279, -118.3644)",12
11920,"(34.0279, -118.3683)",4
11921,"(34.0279, -118.3943)",5
11922,"(34.0279, -118.4248)",4
11923,"(34.0279, -118.4466)",1
11924,"(34.0279, -118.5188)",104
11925,"(34.028, -118.1923)",3
11926,"(34.028, -118.2322)",18
11927,"(34.028, -118.2335)",1
11928,"(34.028, -118.2421)",2
11929,"(34.028, -118.2473)",14
11930,"(34.028, -118.3469)",2
11931,"(34.028, -118.3669)",1
11932,"(34.028, -118.3692)",1
11933,"(34.028, -118.4016)",1
11934,"(34.028, -118.4045)",3
11935,"(34.028, -118.409)",2
11936,"(34.028, -118.4416)",5
11937,"(34.0281, -118.2032)",5
11938,"(34.0281, -118.2194)",167
11939,"(34.0281, -118.2487)",6
11940,"(34.0281, -118.2582)",33
11941,"(34.0281, -118.268)",26
11942,"(34.0281, -118.357)",4
11943,"(34.0281, -118.3701)",1
11944,"(34.0281, -118.3901)",22
11945,"(34.0281, -118.3904)",7
11946,"(34.0281, -118.4129)",4
11947,"(34.0281, -118.4394)",1
11948,"(34.0281, -118.453)",59
11949,"(34.0282, -118.2136)",1
11950,"(34.0282, -118.2138)",1
11951,"(34.0282, -118.2147)",2
11952,"(34.0282, -118.2749)",149
11953,"(34.0282, -118.276)",86
11954,"(34.0282, -118.3133)",33
11955,"(34.0282, -118.3177)",13
11956,"(34.0282, -118.32)",1
11957,"(34.0282, -118.3656)",3
11958,"(34.0282, -118.3684)",2
11959,"(34.0282, -118.3709)",1
11960,"(34.0282, -118.372)",64
11961,"(34.0282, -118.3902)",32
11962,"(34.0282, -118.4265)",15
11963,"(34.0282, -118.4275)",2
11964,"(34.0282, -118.4277)",2
11965,"(34.0282, -118.4456)",1
11966,"(34.0282, -118.4492)",2
11967,"(34.0283, -118.1923)",2
11968,"(34.0283, -118.201)",3
11969,"(34.0283, -118.2201)",6
11970,"(34.0283, -118.2299)",1
11971,"(34.0283, -118.2664)",3
11972,"(34.0283, -118.2711)",10
11973,"(34.0283, -118.2743)",2
11974,"(34.0283, -118.2822)",16
11975,"(34.0283, -118.3089)",14
11976,"(34.0283, -118.312)",3
11977,"(34.0283, -118.3152)",4
11978,"(34.0283, -118.3492)",91
11979,"(34.0283, -118.3516)",1
11980,"(34.0283, -118.3903)",5
11981,"(34.0283, -118.3904)",49
11982,"(34.0283, -118.4011)",2
11983,"(34.0283, -118.4084)",4
11984,"(34.0283, -118.4292)",1
11985,"(34.0283, -118.433)",1
11986,"(34.0283, -118.449)",1
11987,"(34.0283, -118.5195)",74
11988,"(34.0284, -118.2299)",2
11989,"(34.0284, -118.2469)",34
11990,"(34.0284, -118.2649)",14
11991,"(34.0284, -118.284)",36
11992,"(34.0284, -118.2866)",1
11993,"(34.0284, -118.2874)",13
11994,"(34.0284, -118.2882)",8
11995,"(34.0284, -118.2888)",4
11996,"(34.0284, -118.2903)",7
11997,"(34.0284, -118.2915)",32
11998,"(34.0284, -118.358)",10
11999,"(34.0284, -118.392)",11
12000,"(34.0284, -118.3958)",9
12001,"(34.0284, -118.4037)",1
12002,"(34.0284, -118.4048)",40
12003,"(34.0284, -118.4123)",2
12004,"(34.0284, -118.4408)",1
12005,"(34.0284, -118.5148)",1
12006,"(34.0284, -118.5194)",18
12007,"(34.0285, -118.2031)",24
12008,"(34.0285, -118.239)",7
12009,"(34.0285, -118.2391)",43
12010,"(34.0285, -118.24)",33
12011,"(34.0285, -118.2417)",8
12012,"(34.0285, -118.2513)",1
12013,"(34.0285, -118.2591)",2
12014,"(34.0285, -118.269)",39
12015,"(34.0285, -118.2691)",4
12016,"(34.0285, -118.3478)",2
12017,"(34.0285, -118.3667)",1
12018,"(34.0285, -118.3898)",34
12019,"(34.0285, -118.392)",1
12020,"(34.0285, -118.3971)",4
12021,"(34.0285, -118.4433)",29
12022,"(34.0285, -118.4522)",11
12023,"(34.0286, -118.2028)",3
12024,"(34.0286, -118.2206)",25
12025,"(34.0286, -118.2497)",7
12026,"(34.0286, -118.2545)",54
12027,"(34.0286, -118.2568)",12
12028,"(34.0286, -118.2592)",9
12029,"(34.0286, -118.2599)",2
12030,"(34.0286, -118.2622)",8
12031,"(34.0286, -118.392)",6
12032,"(34.0286, -118.3931)",6
12033,"(34.0286, -118.3983)",9
12034,"(34.0286, -118.4118)",39
12035,"(34.0287, -118.1941)",5
12036,"(34.0287, -118.2074)",3
12037,"(34.0287, -118.2322)",16
12038,"(34.0287, -118.2335)",6
12039,"(34.0287, -118.2435)",8
12040,"(34.0287, -118.2804)",5
12041,"(34.0287, -118.2915)",22
12042,"(34.0287, -118.2937)",8
12043,"(34.0287, -118.2948)",4
12044,"(34.0287, -118.2959)",9
12045,"(34.0287, -118.3589)",4
12046,"(34.0287, -118.3641)",13
12047,"(34.0287, -118.4147)",2
12048,"(34.0287, -118.4255)",10
12049,"(34.0288, -118.1971)",6
12050,"(34.0288, -118.2567)",1
12051,"(34.0288, -118.2596)",3
12052,"(34.0288, -118.2675)",18
12053,"(34.0288, -118.2739)",3
12054,"(34.0288, -118.2756)",5
12055,"(34.0288, -118.2834)",11
12056,"(34.0288, -118.3526)",41
12057,"(34.0288, -118.372)",7
12058,"(34.0288, -118.3996)",8
12059,"(34.0288, -118.4548)",5
12060,"(34.0288, -118.5163)",1
12061,"(34.0288, -118.5173)",13
12062,"(34.0289, -118.1923)",4
12063,"(34.0289, -118.2036)",18
12064,"(34.0289, -118.2085)",5
12065,"(34.0289, -118.219)",2
12066,"(34.0289, -118.2404)",9
12067,"(34.0289, -118.2661)",16
12068,"(34.0289, -118.2686)",66
12069,"(34.0289, -118.3487)",11
12070,"(34.0289, -118.3563)",36
12071,"(34.0289, -118.3598)",8
12072,"(34.0289, -118.3751)",1
12073,"(34.0289, -118.3893)",12
12074,"(34.0289, -118.401)",7
12075,"(34.0289, -118.4113)",7
12076,"(34.0289, -118.4335)",9
12077,"(34.0289, -118.4497)",58
12078,"(34.0289, -118.4513)",8
12079,"(34.029, -118.2216)",3
12080,"(34.029, -118.248)",2
12081,"(34.029, -118.2563)",4
12082,"(34.029, -118.2602)",23
12083,"(34.029, -118.284)",22
12084,"(34.029, -118.3961)",1
12085,"(34.029, -118.4032)",6
12086,"(34.029, -118.4073)",5
12087,"(34.029, -118.4149)",35
12088,"(34.029, -118.4245)",13
12089,"(34.029, -118.4255)",4
12090,"(34.029, -118.4336)",5
12091,"(34.029, -118.4436)",13
12092,"(34.029, -118.4447)",1
12093,"(34.029, -118.4541)",2
12094,"(34.0291, -118.219)",2
12095,"(34.0291, -118.2508)",9
12096,"(34.0291, -118.2565)",14
12097,"(34.0291, -118.2706)",9
12098,"(34.0291, -118.2959)",1
12099,"(34.0291, -118.297)",2
12100,"(34.0291, -118.2975)",2
12101,"(34.0291, -118.2981)",5
12102,"(34.0291, -118.2991)",9
12103,"(34.0291, -118.3002)",37
12104,"(34.0291, -118.3015)",6
12105,"(34.0291, -118.3028)",7
12106,"(34.0291, -118.3041)",9
12107,"(34.0291, -118.3054)",5
12108,"(34.0291, -118.306)",1
12109,"(34.0291, -118.3066)",4
12110,"(34.0291, -118.3067)",1
12111,"(34.0291, -118.3078)",7
12112,"(34.0291, -118.3089)",63
12113,"(34.0291, -118.312)",8
12114,"(34.0291, -118.3152)",9
12115,"(34.0291, -118.3177)",22
12116,"(34.0291, -118.3461)",4
12117,"(34.0291, -118.3535)",12
12118,"(34.0291, -118.3604)",2
12119,"(34.0291, -118.3669)",48
12120,"(34.0291, -118.3947)",7
12121,"(34.0291, -118.4037)",29
12122,"(34.0291, -118.4186)",3
12123,"(34.0291, -118.4437)",3
12124,"(34.0292, -118.1982)",3
12125,"(34.0292, -118.2706)",25
12126,"(34.0292, -118.366)",1
12127,"(34.0292, -118.3968)",5
12128,"(34.0292, -118.4091)",6
12129,"(34.0292, -118.4107)",46
12130,"(34.0292, -118.4436)",1
12131,"(34.0292, -118.4476)",1
12132,"(34.0292, -118.499)",1
12133,"(34.0292, -118.5109)",1
12134,"(34.0293, -118.1923)",2
12135,"(34.0293, -118.2)",2
12136,"(34.0293, -118.2044)",1
12137,"(34.0293, -118.241)",13
12138,"(34.0293, -118.2427)",2
12139,"(34.0293, -118.2435)",3
12140,"(34.0293, -118.2442)",9
12141,"(34.0293, -118.2685)",9
12142,"(34.0293, -118.2785)",14
12143,"(34.0293, -118.2815)",1
12144,"(34.0293, -118.3545)",9
12145,"(34.0293, -118.3603)",2
12146,"(34.0293, -118.3719)",9
12147,"(34.0293, -118.4055)",20
12148,"(34.0293, -118.4391)",1
12149,"(34.0293, -118.5163)",2
12150,"(34.0293, -118.5178)",4
12151,"(34.0294, -118.2411)",34
12152,"(34.0294, -118.246)",29
12153,"(34.0294, -118.2671)",39
12154,"(34.0294, -118.2706)",4
12155,"(34.0294, -118.2839)",6
12156,"(34.0294, -118.2874)",5
12157,"(34.0294, -118.3417)",2
12158,"(34.0294, -118.3429)",10
12159,"(34.0294, -118.3439)",3
12160,"(34.0294, -118.345)",6
12161,"(34.0294, -118.3496)",14
12162,"(34.0294, -118.3638)",20
12163,"(34.0294, -118.3881)",83
12164,"(34.0294, -118.4236)",11
12165,"(34.0294, -118.443)",1
12166,"(34.0294, -118.4481)",9
12167,"(34.0294, -118.4502)",145
12168,"(34.0294, -118.4759)",1
12169,"(34.0294, -118.5138)",2
12170,"(34.0295, -118.1999)",7
12171,"(34.0295, -118.2028)",6
12172,"(34.0295, -118.2047)",4
12173,"(34.0295, -118.2357)",2
12174,"(34.0295, -118.249)",6
12175,"(34.0295, -118.2629)",1
12176,"(34.0295, -118.269)",2
12177,"(34.0295, -118.3305)",11
12178,"(34.0295, -118.3317)",14
12179,"(34.0295, -118.3327)",6
12180,"(34.0295, -118.3338)",8
12181,"(34.0295, -118.3351)",114
12182,"(34.0295, -118.3355)",1
12183,"(34.0295, -118.3363)",5
